Campaign_ID,Platform,Budget,Impressions,Clicks,Engagement,Leads,Conversions,Revenue,Audience,Location,Campaign_Duration_Days,Objective,CTR,Conversion_Rate,CPC,ROI
CAMP_1531,Instagram,32684.44,180741,5855,7649,316,238,592285.34,45-54,Coimbatore,26,Website Traffic,3.24,4.06,5.58,1712.13
CAMP_1532,Facebook,36935.22,232753,7852,14860,365,128,500546.31,18-24,Hyderabad,24,Brand Awareness,3.37,1.63,4.7,1255.2
CAMP_1533,Facebook,34304.58,187249,5345,12314,283,127,483971.53,55+,Chennai,8,Lead Generation,2.85,2.38,6.42,1310.81
CAMP_1534,Google Ads,6904.37,23311,1263,2663,63,38,165481.84,55+,Delhi,18,Sales,5.42,3.01,5.47,2296.77
CAMP_1535,Instagram,60344.05,359311,11794,22261,489,344,620485.27,45-54,Coimbatore,26,Lead Generation,3.28,2.92,5.12,928.25
CAMP_1536,Google Ads,71389.2,228151,11673,29287,924,547,943717.76,25-34,Delhi,10,Lead Generation,5.12,4.69,6.12,1221.93
CAMP_1537,Google Ads,86117.27,284569,16201,40034,906,391,396250.63,18-24,Mumbai,25,Website Traffic,5.69,2.41,5.32,360.13
CAMP_1538,Facebook,18315.72,95927,2490,5904,102,83,197332.33,25-34,Delhi,24,Brand Awareness,2.6,3.33,7.36,977.39
CAMP_1539,Google Ads,56697.4,161846,7461,9873,599,308,786209.24,25-34,Chennai,8,Sales,4.61,4.13,7.6,1286.68
CAMP_1540,Instagram,5760.77,36617,1156,2860,64,48,209867.99,18-24,Chennai,12,Lead Generation,3.16,4.15,4.98,3543.05
CAMP_1541,Facebook,14033.9,85903,2363,6312,81,64,249012.93,18-24,Delhi,18,Brand Awareness,2.75,2.71,5.94,1674.37
CAMP_1542,Google Ads,10150.12,33641,2475,3205,168,88,132039.62,55+,Bangalore,13,Brand Awareness,7.36,3.56,4.1,1200.87
CAMP_1543,Facebook,73920.41,434407,10399,19162,612,473,1785367.69,55+,Coimbatore,15,Website Traffic,2.39,4.55,7.11,2315.26
CAMP_1544,Google Ads,12700.66,38286,2045,5688,134,95,146478.35,18-24,Bangalore,8,Website Traffic,5.34,4.65,6.21,1053.31
CAMP_1545,LinkedIn,73063.03,186453,3201,6910,161,129,152214.1,35-44,Delhi,26,Website Traffic,1.72,4.03,22.83,108.33
CAMP_1546,Instagram,28714.35,157515,4634,9369,146,69,270031.36,55+,Coimbatore,3,Sales,2.94,1.49,6.2,840.41
CAMP_1547,YouTube,88382.73,418566,9602,14249,358,292,1288728.71,35-44,Hyderabad,23,Lead Generation,2.29,3.04,9.2,1358.12
CAMP_1548,Facebook,82249.25,519423,20403,42944,806,308,374905.84,18-24,Bangalore,21,Website Traffic,3.93,1.51,4.03,355.82
CAMP_1549,Google Ads,95993.87,305894,15853,30160,1517,1133,4339536.79,55+,Bangalore,14,Website Traffic,5.18,7.15,6.06,4420.64
CAMP_1550,Facebook,88957.39,565423,17302,24290,996,566,2260131.69,25-34,Delhi,26,Website Traffic,3.06,3.27,5.14,2440.69
CAMP_1551,LinkedIn,93666.29,175217,2068,4018,119,52,69031.05,18-24,Mumbai,29,Lead Generation,1.18,2.51,45.29,-26.3
CAMP_1552,Facebook,86580.53,561781,14616,21384,540,210,403139.62,45-54,Delhi,8,Lead Generation,2.6,1.44,5.92,365.62
CAMP_1553,YouTube,70871.28,308287,8286,19630,306,167,591376.78,35-44,Bangalore,20,Website Traffic,2.69,2.02,8.55,734.44
CAMP_1554,YouTube,21174.62,109951,2286,6304,58,32,121850.53,18-24,Coimbatore,15,Website Traffic,2.08,1.4,9.26,475.46
CAMP_1555,Google Ads,30812.21,90336,5418,10572,425,198,430512.75,18-24,Mumbai,9,Brand Awareness,6.0,3.65,5.69,1297.21
CAMP_1556,Google Ads,25209.06,75806,3702,8188,357,163,240546.57,55+,Delhi,25,Website Traffic,4.88,4.4,6.81,854.21
CAMP_1557,Facebook,62340.65,465875,13649,25791,952,523,1691402.98,55+,Delhi,15,Sales,2.93,3.83,4.57,2613.16
CAMP_1558,Instagram,52843.89,310567,12859,18279,693,385,1319428.48,55+,Bangalore,23,Sales,4.14,2.99,4.11,2396.84
CAMP_1559,YouTube,87372.6,365903,6079,16735,270,154,417800.19,45-54,Bangalore,10,Website Traffic,1.66,2.53,14.37,378.18
CAMP_1560,LinkedIn,95503.92,215226,5399,7598,369,289,410896.69,55+,Hyderabad,23,Lead Generation,2.51,5.35,17.69,330.24
CAMP_1561,Instagram,43461.69,217880,5032,6937,336,220,866833.5,18-24,Delhi,19,Brand Awareness,2.31,4.37,8.64,1894.48
CAMP_1562,Google Ads,53103.3,169367,8501,16447,721,260,837968.94,55+,Bangalore,11,Lead Generation,5.02,3.06,6.25,1478.0
CAMP_1563,YouTube,97294.05,413787,7382,16641,309,188,757450.36,25-34,Chennai,22,Website Traffic,1.78,2.55,13.18,678.52
CAMP_1564,Google Ads,31242.7,112199,5868,10374,287,210,894324.62,55+,Mumbai,15,Sales,5.23,3.58,5.32,2762.51
CAMP_1565,YouTube,80277.12,377182,6711,10120,204,77,292639.45,45-54,Chennai,4,Brand Awareness,1.78,1.15,11.96,264.54
CAMP_1566,Instagram,26397.79,152844,4077,10235,196,110,478628.34,25-34,Mumbai,6,Lead Generation,2.67,2.7,6.47,1713.14
CAMP_1567,Facebook,69738.71,468984,10326,18390,379,218,945101.48,18-24,Delhi,27,Lead Generation,2.2,2.11,6.75,1255.2
CAMP_1568,Google Ads,29093.48,98639,6054,9147,626,518,1621153.73,18-24,Hyderabad,4,Website Traffic,6.14,8.56,4.81,5472.22
CAMP_1569,Facebook,88954.67,525319,14079,25119,745,438,1542384.92,35-44,Bangalore,6,Brand Awareness,2.68,3.11,6.32,1633.9
CAMP_1570,Instagram,58340.4,326576,9511,14678,657,476,1626906.47,25-34,Bangalore,20,Sales,2.91,5.0,6.13,2688.64
CAMP_1571,Facebook,22663.7,136600,4019,8163,162,81,254023.31,35-44,Bangalore,7,Website Traffic,2.94,2.02,5.64,1020.84
CAMP_1572,Google Ads,26315.07,96011,3860,8759,190,141,136724.69,25-34,Delhi,21,Brand Awareness,4.02,3.65,6.82,419.57
CAMP_1573,Facebook,51915.67,265152,7834,19423,406,208,453702.92,25-34,Mumbai,12,Lead Generation,2.95,2.66,6.63,773.92
CAMP_1574,YouTube,96352.19,417814,8626,13492,386,218,274741.46,45-54,Bangalore,20,Website Traffic,2.06,2.53,11.17,185.14
CAMP_1575,Google Ads,78116.01,242551,13189,19350,1543,910,1802648.84,35-44,Chennai,27,Lead Generation,5.44,6.9,5.92,2207.66
CAMP_1576,Google Ads,51389.42,162351,9764,12023,482,392,449558.66,45-54,Bangalore,23,Lead Generation,6.01,4.01,5.26,774.81
CAMP_1577,Google Ads,37083.32,116966,8336,13045,487,183,770816.75,25-34,Delhi,12,Website Traffic,7.13,2.2,4.45,1978.61
CAMP_1578,Facebook,57180.51,356059,10549,13062,594,266,671593.53,18-24,Hyderabad,7,Website Traffic,2.96,2.52,5.42,1074.51
CAMP_1579,Facebook,76094.28,469410,12671,22209,468,329,520383.25,25-34,Chennai,19,Website Traffic,2.7,2.6,6.01,583.87
CAMP_1580,Facebook,79473.22,506296,11158,15991,254,162,486843.25,45-54,Bangalore,24,Website Traffic,2.2,1.45,7.12,512.59
CAMP_1581,Google Ads,35837.84,116128,3638,7741,203,97,155900.67,35-44,Bangalore,15,Website Traffic,3.13,2.67,9.85,335.02
CAMP_1582,Instagram,73510.13,466894,15285,27726,827,409,1552557.93,35-44,Coimbatore,25,Lead Generation,3.27,2.68,4.81,2012.03
CAMP_1583,Facebook,67489.93,481941,10435,14085,237,126,252164.91,45-54,Mumbai,19,Sales,2.17,1.21,6.47,273.63
CAMP_1584,Instagram,96115.67,546834,9497,17472,733,422,858197.04,35-44,Chennai,11,Sales,1.74,4.44,10.12,792.88
CAMP_1585,LinkedIn,93453.58,199445,3363,5162,196,149,600741.69,55+,Coimbatore,26,Website Traffic,1.69,4.43,27.79,542.82
CAMP_1586,Google Ads,79991.04,241465,13853,31700,1016,363,1057466.33,18-24,Hyderabad,14,Lead Generation,5.74,2.62,5.77,1221.98
CAMP_1587,Facebook,73722.5,412327,13092,23344,386,308,1261040.57,18-24,Mumbai,16,Sales,3.18,2.35,5.63,1610.52
CAMP_1588,Instagram,31033.95,185559,7072,10150,437,243,579894.45,18-24,Chennai,16,Sales,3.81,3.44,4.39,1768.58
CAMP_1589,Instagram,85366.7,472562,17506,30799,780,363,776144.71,35-44,Bangalore,10,Sales,3.7,2.07,4.88,809.19
CAMP_1590,Facebook,45613.04,295054,9604,14973,429,259,705083.67,35-44,Chennai,25,Lead Generation,3.25,2.7,4.75,1445.79
CAMP_1591,Facebook,30862.85,198043,4080,10091,108,73,81860.01,25-34,Bangalore,7,Website Traffic,2.06,1.79,7.56,165.24
CAMP_1592,LinkedIn,41495.27,87065,1525,4229,121,45,65480.52,25-34,Mumbai,21,Website Traffic,1.75,2.95,27.21,57.8
CAMP_1593,Google Ads,84413.87,246466,14970,18575,1554,1100,1859305.68,18-24,Bangalore,30,Website Traffic,6.07,7.35,5.64,2102.61
CAMP_1594,Google Ads,19120.16,57586,3194,7359,206,150,576005.73,55+,Hyderabad,16,Brand Awareness,5.55,4.7,5.99,2912.56
CAMP_1595,Facebook,48335.08,313833,8542,13858,411,178,630418.24,25-34,Delhi,11,Brand Awareness,2.72,2.08,5.66,1204.27
CAMP_1596,Facebook,51773.97,321497,9047,11818,393,171,272899.96,25-34,Bangalore,9,Brand Awareness,2.81,1.89,5.72,427.1
CAMP_1597,Google Ads,8479.82,22757,1307,1598,151,68,128947.8,35-44,Hyderabad,29,Lead Generation,5.74,5.2,6.49,1420.64
CAMP_1598,Google Ads,23595.87,67696,3672,9583,304,227,975950.79,55+,Delhi,28,Sales,5.42,6.18,6.43,4036.11
CAMP_1599,Google Ads,83540.53,255480,11911,21032,1011,491,593565.32,18-24,Mumbai,28,Sales,4.66,4.12,7.01,610.51
CAMP_1600,YouTube,83922.9,380540,5542,15469,169,126,361725.63,25-34,Mumbai,10,Lead Generation,1.46,2.27,15.14,331.02
CAMP_1601,Google Ads,32779.43,106660,5651,10781,402,249,692027.07,55+,Chennai,16,Lead Generation,5.3,4.41,5.8,2011.16
CAMP_1602,Instagram,88115.24,491067,15877,23818,672,493,1731686.23,55+,Hyderabad,24,Website Traffic,3.23,3.11,5.55,1865.25
CAMP_1603,Google Ads,78319.38,237646,13180,32204,1230,771,1419540.03,18-24,Hyderabad,30,Website Traffic,5.55,5.85,5.94,1712.5
CAMP_1604,Instagram,44701.21,240451,9014,24179,517,268,1143068.65,55+,Coimbatore,16,Brand Awareness,3.75,2.97,4.96,2457.13
CAMP_1605,Google Ads,76098.6,241641,15995,40067,852,686,1631375.48,55+,Coimbatore,13,Brand Awareness,6.62,4.29,4.76,2043.77
CAMP_1606,Instagram,96326.79,553046,17366,41545,779,551,1062653.41,55+,Delhi,16,Lead Generation,3.14,3.17,5.55,1003.18
CAMP_1607,Google Ads,48602.12,147874,7991,13869,583,345,728891.82,25-34,Delhi,23,Brand Awareness,5.4,4.32,6.08,1399.71
CAMP_1608,YouTube,27650.58,114849,2661,3468,87,58,125013.23,18-24,Coimbatore,10,Sales,2.32,2.18,10.39,352.12
CAMP_1609,Google Ads,94472.57,292898,17346,26402,843,555,896958.97,55+,Delhi,5,Lead Generation,5.92,3.2,5.45,849.44
CAMP_1610,Facebook,62355.71,369462,9521,18232,541,286,1212924.32,55+,Bangalore,30,Lead Generation,2.58,3.0,6.55,1845.17
CAMP_1611,YouTube,15000.19,69751,1639,4474,74,42,64241.13,25-34,Coimbatore,25,Sales,2.35,2.56,9.15,328.27
CAMP_1612,Facebook,59404.87,415262,11321,26679,533,271,1105191.52,18-24,Hyderabad,20,Website Traffic,2.73,2.39,5.25,1760.44
CAMP_1613,Facebook,52555.18,292954,8018,20247,320,272,641306.69,35-44,Bangalore,5,Website Traffic,2.74,3.39,6.55,1120.25
CAMP_1614,Instagram,86280.94,523464,18058,29681,1292,827,1545989.95,25-34,Delhi,15,Sales,3.45,4.58,4.78,1691.81
CAMP_1615,Instagram,55416.04,319419,9667,22177,594,235,379438.57,18-24,Mumbai,14,Sales,3.03,2.43,5.73,584.71
CAMP_1616,Facebook,29247.08,198922,5665,14615,170,104,282425.77,55+,Chennai,17,Brand Awareness,2.85,1.84,5.16,865.65
CAMP_1617,LinkedIn,69186.19,148388,2814,5535,201,75,248199.81,18-24,Coimbatore,20,Lead Generation,1.9,2.67,24.59,258.74
CAMP_1618,Facebook,56544.67,312522,10038,18950,368,182,752314.42,18-24,Mumbai,7,Brand Awareness,3.21,1.81,5.63,1230.48
CAMP_1619,Facebook,27139.24,172059,5466,12851,119,68,220918.92,18-24,Delhi,9,Sales,3.18,1.24,4.97,714.02
CAMP_1620,Facebook,59494.65,413478,12134,25431,563,347,916491.18,35-44,Hyderabad,13,Brand Awareness,2.93,2.86,4.9,1440.46
CAMP_1621,Instagram,83045.88,422223,7167,19989,361,303,309215.69,18-24,Chennai,28,Sales,1.7,4.23,11.59,272.34
CAMP_1622,Google Ads,7714.24,22351,1283,2412,79,66,276905.43,35-44,Mumbai,29,Brand Awareness,5.74,5.14,6.01,3489.54
CAMP_1623,Facebook,64930.85,424881,12749,18888,717,286,1186479.37,55+,Chennai,13,Brand Awareness,3.0,2.24,5.09,1727.3
CAMP_1624,LinkedIn,38210.59,81433,1624,3175,60,37,83745.1,35-44,Coimbatore,29,Website Traffic,1.99,2.28,23.53,119.17
CAMP_1625,Google Ads,32803.79,116175,5290,8339,491,372,373683.22,55+,Delhi,17,Sales,4.55,7.03,6.2,1039.15
CAMP_1626,Facebook,42295.84,278139,4813,10098,229,107,378793.95,55+,Hyderabad,12,Brand Awareness,1.73,2.22,8.79,795.58
CAMP_1627,Google Ads,37492.15,110422,6954,9744,532,386,1447519.75,35-44,Delhi,17,Lead Generation,6.3,5.55,5.39,3760.86
CAMP_1628,Facebook,84062.72,501659,10950,29784,341,269,767423.91,25-34,Chennai,15,Brand Awareness,2.18,2.46,7.68,812.92
CAMP_1629,Google Ads,31105.79,93122,6248,16093,503,343,806170.03,45-54,Mumbai,16,Brand Awareness,6.71,5.49,4.98,2491.7
CAMP_1630,Instagram,74649.54,413296,11848,17167,671,345,1367606.98,18-24,Coimbatore,19,Lead Generation,2.87,2.91,6.3,1732.04
CAMP_1631,YouTube,13935.68,64887,1111,1640,38,31,49384.83,45-54,Coimbatore,15,Sales,1.71,2.79,12.54,254.38
CAMP_1632,Instagram,95382.66,539715,18358,37081,1301,1030,2556881.77,18-24,Delhi,12,Website Traffic,3.4,5.61,5.2,2580.66
CAMP_1633,Facebook,64120.08,364692,11344,27641,478,338,333994.7,18-24,Mumbai,27,Website Traffic,3.11,2.98,5.65,420.89
CAMP_1634,YouTube,72138.26,351559,8122,12593,250,133,198228.24,55+,Mumbai,3,Website Traffic,2.31,1.64,8.88,174.79
CAMP_1635,LinkedIn,33313.74,72313,1419,1841,59,44,188627.67,18-24,Chennai,3,Lead Generation,1.96,3.1,23.48,466.22
CAMP_1636,Google Ads,44149.17,127729,6130,12707,499,254,757199.32,18-24,Delhi,17,Brand Awareness,4.8,4.14,7.2,1615.09
CAMP_1637,Instagram,26258.95,140479,3260,7519,195,93,353412.31,35-44,Delhi,18,Sales,2.32,2.85,8.05,1245.87
CAMP_1638,Google Ads,93590.93,316204,16171,25728,1686,1024,2715035.13,45-54,Bangalore,14,Brand Awareness,5.11,6.33,5.79,2800.96
CAMP_1639,LinkedIn,51369.92,115893,1656,3947,101,86,335862.47,35-44,Delhi,28,Website Traffic,1.43,5.19,31.02,553.81
CAMP_1640,LinkedIn,64892.57,147408,2860,7782,165,124,352187.51,18-24,Coimbatore,26,Brand Awareness,1.94,4.34,22.69,442.72
CAMP_1641,Facebook,74755.84,423492,13724,19479,626,448,410518.42,55+,Chennai,8,Lead Generation,3.24,3.26,5.45,449.15
CAMP_1642,YouTube,40255.08,184913,4004,8079,153,88,364224.65,35-44,Mumbai,8,Lead Generation,2.17,2.2,10.05,804.79
CAMP_1643,Instagram,73409.66,440377,14090,18189,674,341,489279.77,35-44,Delhi,14,Sales,3.2,2.42,5.21,566.51
CAMP_1644,Facebook,69219.29,370220,9787,14981,540,420,1059238.8,25-34,Chennai,27,Sales,2.64,4.29,7.07,1430.27
CAMP_1645,Google Ads,72037.64,218113,14113,18964,1076,682,1784130.81,18-24,Delhi,17,Website Traffic,6.47,4.83,5.1,2376.66
CAMP_1646,YouTube,51476.84,245651,3459,6387,143,108,115565.46,55+,Mumbai,6,Sales,1.41,3.12,14.88,124.5
CAMP_1647,Google Ads,41379.05,130947,5638,14170,329,195,212755.41,35-44,Hyderabad,26,Brand Awareness,4.31,3.46,7.34,414.16
CAMP_1648,YouTube,26097.81,108958,3040,6455,97,71,258808.24,35-44,Mumbai,6,Lead Generation,2.79,2.34,8.58,891.69
CAMP_1649,YouTube,83339.5,390885,6354,9888,256,201,398306.19,55+,Mumbai,4,Lead Generation,1.63,3.16,13.12,377.93
CAMP_1650,Facebook,62793.25,355805,10915,13798,605,330,783638.26,18-24,Mumbai,29,Lead Generation,3.07,3.02,5.75,1147.97
CAMP_1651,Google Ads,47213.46,137302,8553,17837,444,158,463067.2,25-34,Delhi,26,Sales,6.23,1.85,5.52,880.79
CAMP_1652,Instagram,94679.61,493910,10325,14584,585,279,626129.0,35-44,Bangalore,14,Lead Generation,2.09,2.7,9.17,561.31
CAMP_1653,Google Ads,9544.69,33510,1268,2217,74,60,221408.08,25-34,Mumbai,9,Lead Generation,3.78,4.73,7.53,2219.7
CAMP_1654,Instagram,85766.33,412833,16218,32700,471,327,1335491.79,45-54,Coimbatore,22,Lead Generation,3.93,2.02,5.29,1457.13
CAMP_1655,Google Ads,99770.35,271977,12339,32649,1249,898,1001255.98,18-24,Coimbatore,11,Website Traffic,4.54,7.28,8.09,903.56
CAMP_1656,LinkedIn,89259.5,202850,3030,4033,225,115,366557.0,45-54,Chennai,11,Website Traffic,1.49,3.8,29.46,310.66
CAMP_1657,Facebook,81991.48,516743,13112,29761,332,233,476153.21,45-54,Bangalore,10,Sales,2.54,1.78,6.25,480.73
CAMP_1658,Instagram,40559.07,216857,5727,7001,213,143,428970.11,45-54,Chennai,16,Lead Generation,2.64,2.5,7.08,957.64
CAMP_1659,Instagram,26974.85,150026,5256,11604,227,100,264206.63,18-24,Coimbatore,3,Sales,3.5,1.9,5.13,879.46
CAMP_1660,Instagram,74810.8,380220,9578,19946,344,287,603056.65,18-24,Coimbatore,25,Lead Generation,2.52,3.0,7.81,706.11
CAMP_1661,Facebook,33934.66,213655,3866,9661,159,84,104272.25,55+,Hyderabad,23,Lead Generation,1.81,2.17,8.78,207.27
CAMP_1662,Instagram,21723.77,122711,4744,9728,100,51,148613.17,25-34,Mumbai,25,Lead Generation,3.87,1.08,4.58,584.1
CAMP_1663,LinkedIn,79719.96,194371,2785,4913,177,95,124075.06,25-34,Coimbatore,14,Sales,1.43,3.41,28.62,55.64
CAMP_1664,Instagram,34691.65,222139,6146,9762,462,183,267551.91,55+,Delhi,27,Sales,2.77,2.98,5.64,671.23
CAMP_1665,LinkedIn,91871.96,199789,4133,5523,341,226,1002497.79,55+,Delhi,4,Lead Generation,2.07,5.47,22.23,991.19
CAMP_1666,YouTube,84860.1,346436,7367,15142,224,105,214214.56,45-54,Chennai,15,Brand Awareness,2.13,1.43,11.52,152.43
CAMP_1667,Google Ads,85525.83,275500,18186,47671,2430,1827,5488253.71,55+,Chennai,29,Sales,6.6,10.05,4.7,6317.07
CAMP_1668,LinkedIn,78299.12,172135,3570,7224,140,77,144762.69,35-44,Mumbai,6,Website Traffic,2.07,2.16,21.93,84.88
CAMP_1669,Google Ads,88683.74,273188,13799,32877,1084,628,2521943.74,25-34,Mumbai,22,Sales,5.05,4.55,6.43,2743.75
CAMP_1670,YouTube,81545.95,322890,8028,13467,383,258,495366.37,55+,Hyderabad,20,Lead Generation,2.49,3.21,10.16,507.47
CAMP_1671,Instagram,62238.58,348498,11489,22025,592,433,961600.57,35-44,Bangalore,21,Brand Awareness,3.3,3.77,5.42,1445.02
CAMP_1672,YouTube,33103.16,155559,2915,5012,102,47,145239.18,35-44,Chennai,18,Lead Generation,1.87,1.61,11.36,338.75
CAMP_1673,YouTube,89379.87,438560,9691,13323,245,204,822518.24,35-44,Mumbai,29,Website Traffic,2.21,2.11,9.22,820.25
CAMP_1674,YouTube,84857.34,370117,5940,11091,126,83,318584.79,35-44,Chennai,16,Sales,1.6,1.4,14.29,275.44
CAMP_1675,YouTube,49923.54,211941,5119,12403,140,49,90644.88,45-54,Mumbai,10,Sales,2.42,0.96,9.75,81.57
CAMP_1676,Instagram,8712.48,46414,1673,3065,81,45,174887.9,35-44,Coimbatore,14,Lead Generation,3.6,2.69,5.21,1907.33
CAMP_1677,Google Ads,65661.65,220519,12391,27759,1098,624,2136765.16,45-54,Chennai,11,Lead Generation,5.62,5.04,5.3,3154.21
CAMP_1678,Instagram,9806.7,60523,1268,3061,54,41,182998.69,45-54,Coimbatore,8,Website Traffic,2.1,3.23,7.73,1766.06
CAMP_1679,Google Ads,92996.6,316676,21036,36106,1115,560,2389862.5,35-44,Chennai,28,Brand Awareness,6.64,2.66,4.42,2469.84
CAMP_1680,Facebook,96354.97,633423,19131,47369,856,441,1243307.86,25-34,Bangalore,20,Website Traffic,3.02,2.31,5.04,1190.34
CAMP_1681,Instagram,23001.56,127457,4062,7077,91,35,125991.01,35-44,Hyderabad,4,Brand Awareness,3.19,0.86,5.66,447.75
CAMP_1682,LinkedIn,69256.99,155428,2707,4358,174,86,253927.64,35-44,Delhi,25,Sales,1.74,3.18,25.58,266.65
CAMP_1683,Facebook,13765.56,87890,2223,3459,128,91,276820.51,35-44,Delhi,10,Brand Awareness,2.53,4.09,6.19,1910.96
CAMP_1684,YouTube,74304.11,330934,6519,9908,183,122,154379.16,25-34,Delhi,26,Brand Awareness,1.97,1.87,11.4,107.77
CAMP_1685,Google Ads,37992.33,127172,7963,18947,410,160,145293.53,18-24,Coimbatore,16,Sales,6.26,2.01,4.77,282.43
CAMP_1686,YouTube,69699.76,274927,5236,13718,195,79,84804.2,18-24,Mumbai,8,Sales,1.9,1.51,13.31,21.67
CAMP_1687,LinkedIn,40423.27,79282,1357,2129,76,41,179574.69,45-54,Delhi,12,Sales,1.71,3.02,29.79,344.24
CAMP_1688,Instagram,18828.91,90759,2838,3793,143,103,139520.26,45-54,Bangalore,10,Website Traffic,3.13,3.63,6.63,640.99
CAMP_1689,Facebook,43580.45,254898,7008,11928,239,183,193943.94,25-34,Delhi,19,Sales,2.75,2.61,6.22,345.03
CAMP_1690,YouTube,15703.99,79069,1476,3325,43,15,30220.79,55+,Chennai,27,Lead Generation,1.87,1.02,10.64,92.44
CAMP_1691,Google Ads,59803.91,169111,9016,16135,796,410,1237153.59,18-24,Coimbatore,14,Sales,5.33,4.55,6.63,1968.68
CAMP_1692,Instagram,8890.4,44839,1524,3168,68,38,163949.42,45-54,Chennai,19,Sales,3.4,2.49,5.83,1744.12
CAMP_1693,Instagram,55095.37,285875,7658,18309,401,323,1104529.28,18-24,Chennai,15,Sales,2.68,4.22,7.19,1904.76
CAMP_1694,Google Ads,89205.02,303465,16193,30015,943,566,1072496.81,25-34,Chennai,21,Brand Awareness,5.34,3.5,5.51,1102.28
CAMP_1695,Instagram,84597.96,523954,22594,63252,858,416,1780733.29,25-34,Hyderabad,14,Website Traffic,4.31,1.84,3.74,2004.94
CAMP_1696,Google Ads,88864.26,300251,16326,27374,900,491,505606.2,55+,Hyderabad,18,Sales,5.44,3.01,5.44,468.96
CAMP_1697,Google Ads,92594.64,314290,14391,39794,1347,765,3384814.74,55+,Mumbai,27,Website Traffic,4.58,5.32,6.43,3555.52
CAMP_1698,Google Ads,14930.15,52823,2358,3596,213,146,162221.55,25-34,Coimbatore,29,Lead Generation,4.46,6.19,6.33,986.54
CAMP_1699,LinkedIn,17230.98,32788,456,628,31,11,39752.46,45-54,Bangalore,7,Lead Generation,1.39,2.41,37.79,130.7
CAMP_1700,Facebook,57915.65,326503,11820,28384,453,247,262578.57,18-24,Bangalore,27,Sales,3.62,2.09,4.9,353.38
CAMP_1701,LinkedIn,89927.4,188636,4012,9323,219,147,625282.32,35-44,Bangalore,18,Lead Generation,2.13,3.66,22.41,595.32
CAMP_1702,Instagram,97563.2,546516,13429,33544,1076,529,683043.33,55+,Chennai,27,Website Traffic,2.46,3.94,7.27,600.1
CAMP_1703,Instagram,9394.88,52613,1748,3059,84,54,58413.12,35-44,Hyderabad,8,Brand Awareness,3.32,3.09,5.37,521.75
CAMP_1704,Instagram,38798.54,217549,8496,22848,467,247,1013034.58,45-54,Coimbatore,13,Sales,3.91,2.91,4.57,2511.01
CAMP_1705,Instagram,25224.95,149491,4749,6607,163,119,148138.1,55+,Chennai,19,Lead Generation,3.18,2.51,5.31,487.27
CAMP_1706,Google Ads,76816.76,203222,10188,12719,678,258,973318.58,35-44,Hyderabad,28,Website Traffic,5.01,2.53,7.54,1167.07
CAMP_1707,Facebook,65818.42,406747,15983,26866,788,637,2286399.84,45-54,Hyderabad,25,Website Traffic,3.93,3.99,4.12,3373.8
CAMP_1708,Google Ads,16389.36,52305,1890,4679,129,56,171133.81,18-24,Delhi,16,Lead Generation,3.61,2.96,8.67,944.18
CAMP_1709,Facebook,50934.6,310051,12795,29131,343,147,332317.87,45-54,Delhi,8,Website Traffic,4.13,1.15,3.98,552.44
CAMP_1710,Facebook,70116.85,444861,12591,23897,874,673,2823968.56,55+,Coimbatore,27,Website Traffic,2.83,5.35,5.57,3927.52
CAMP_1711,Google Ads,79005.51,267082,18102,29144,2061,1617,6526038.21,25-34,Coimbatore,25,Sales,6.78,8.93,4.36,8160.23
CAMP_1712,Google Ads,6905.01,21686,935,1211,52,21,51124.28,18-24,Coimbatore,30,Website Traffic,4.31,2.25,7.39,640.39
CAMP_1713,YouTube,89594.61,476897,8707,15150,301,242,419678.78,35-44,Chennai,13,Lead Generation,1.83,2.78,10.29,368.42
CAMP_1714,Instagram,59081.73,353201,9105,17628,306,149,280307.44,55+,Mumbai,14,Sales,2.58,1.64,6.49,374.44
CAMP_1715,Google Ads,82131.37,262125,14155,32546,1040,686,1161511.11,25-34,Coimbatore,15,Lead Generation,5.4,4.85,5.8,1314.21
CAMP_1716,LinkedIn,81754.11,188997,3590,8018,241,93,264911.16,45-54,Delhi,6,Brand Awareness,1.9,2.59,22.77,224.03
CAMP_1717,Google Ads,23036.0,76268,5000,13579,261,141,567770.31,25-34,Mumbai,9,Lead Generation,6.56,2.82,4.61,2364.71
CAMP_1718,Facebook,15466.35,109698,2125,2891,101,58,213730.18,55+,Chennai,4,Lead Generation,1.94,2.73,7.28,1281.9
CAMP_1719,LinkedIn,73522.29,178732,3308,5750,156,101,380147.6,55+,Mumbai,8,Sales,1.85,3.05,22.23,417.05
CAMP_1720,Google Ads,19860.56,64617,4126,8130,329,202,507795.39,25-34,Bangalore,8,Website Traffic,6.39,4.9,4.81,2456.8
CAMP_1721,Google Ads,85744.06,252331,16582,37693,1442,837,1724890.77,45-54,Mumbai,20,Lead Generation,6.57,5.05,5.17,1911.67
CAMP_1722,Google Ads,73988.0,238887,12097,24106,1165,967,3506806.91,25-34,Coimbatore,22,Sales,5.06,7.99,6.12,4639.7
CAMP_1723,Instagram,84973.41,493939,14588,38810,707,313,1175588.5,55+,Chennai,10,Brand Awareness,2.95,2.15,5.82,1283.48
CAMP_1724,Google Ads,33406.2,110891,5998,13039,295,127,432215.71,55+,Coimbatore,10,Sales,5.41,2.12,5.57,1193.82
